time,voltage,temperature,current,capacity,qMax
159940.0,4.219077862919787,20.19333966889269,-1.1256,5171.166399999347,5515.648336004589
159950.0,4.218246027122005,20.186244385340785,-1.1216,5182.398399999347,5515.53601600459
159960.0,4.2174013898702825,20.179152540147925,-1.1176,5193.590399999348,5515.424096004591
159970.0,4.216544739759071,20.172064431024296,-1.1136,5204.742399999348,5515.3125760045905
159980.0,4.215676851502274,20.164980354368595,-1.1096,5215.854399999349,5515.201456004589
159990.0,4.214798485141828,20.15790060508033,-1.1056,5226.926399999349,5515.090736004589
160000.0,4.2139103853256525,20.150825476394175,-1.1016,5237.958399999349,5514.980416004591
160010.0,4.213013280652639,20.14375525973304,-1.0976,5248.9503999993485,5514.870496004591
160020.0,4.212107883082196,20.1366902445792,-1.0936,5259.902399999349,5514.76097600459
160030.0,4.211194887405977,20.129630718361284,-1.0896,5270.814399999349,5514.651856004589
160040.0,4.210274970779351,20.122576966355382,-1.0856,5281.686399999349,5514.54313600459
160050.0,4.209348792310212,20.11552927159886,-1.0816,5292.51839999935,5514.434816004591
160060.0,4.208416992702762,20.108487914816294,-1.0776,5303.310399999349,5514.326896004591
160070.0,4.207480193953884,20.1014531743553,-1.0735999999999999,5314.062399999349,5514.219376004589
160080.0,4.20653899909977,20.094425326132182,-1.0695999999999999,5324.774399999349,5514.11225600459
160090.0,4.205593992010515,20.087404643585728,-1.0655999999999999,5335.4463999993495,5514.005536004591
160100.0,4.204645737230383,20.08039139763929,-1.0615999999999999,5346.078399999349,5513.899216004591
160110.0,4.203694779861526,20.073385856668835,-1.0575999999999999,5356.670399999349,5513.79329600459
160120.0,4.202741645488964,20.066388286477945,-1.0535999999999999,5367.222399999348,5513.687776004589
160130.0,4.20178684014468,20.059398950278023,-1.0495999999999999,5377.734399999349,5513.582656004591
160140.0,4.200830850308719,20.05241810867335,-1.0455999999999999,5388.206399999348,5513.477936004591
160150.0,4.199874142945247,20.04544601965131,-1.0415999999999999,5398.638399999347,5513.373616004591
160160.0,4.198917165571567,20.038482938575783,-1.0375999999999999,5409.030399999347,5513.26969600459
160170.0,4.197960346358144,20.031529118184665,-1.0335999999999999,5419.3823999993465,5513.16617600459
160180.0,4.197004094257722,20.02458480859036,-1.0295999999999998,5429.694399999346,5513.063056004591
160190.0,4.196048799161709,20.017650257283776,-1.0255999999999998,5439.966399999346,5512.960336004591
160200.0,4.195094832082034,20.01072570913965,-1.0215999999999998,5450.198399999347,5512.85801600459
160210.0,4.194142545356727,20.003811406425655,-1.0176,5460.390399999346,5512.756096004589
160220.0,4.1931922728775595,19.996907588812462,-1.0136,5470.542399999347,5512.654576004591
160230.0,4.192244330338102,19.990014493386184,-1.0096,5480.654399999347,5512.553456004592
160240.0,4.191299015500647,19.98313235466236,-1.0056,5490.7263999993465,5512.452736004591
160250.0,4.190356608480463,19.97626140460096,-1.0016,5500.758399999348,5512.35241600459
160260.0,4.189417372045937,19.969401872623507,-0.9975999999999999,5510.750399999347,5512.25249600459
160270.0,4.188481551933191,19.962553985630507,-0.9935999999999999,5520.702399999347,5512.152976004591
160280.0,4.187549377173819,19.955717968020224,-0.9895999999999999,5530.614399999347,5512.053856004592
160290.0,4.186621060434462,19.948894041708286,-0.9855999999999999,5540.486399999345,5511.955136004591
160300.0,4.1856967983669495,19.942082426148204,-0.9816,5550.318399999345,5511.85681600459
160310.0,4.184776771967862,19.93528333835218,-0.9776,5560.110399999346,5511.758896004591
160320.0,4.183861146946311,19.928496992912756,-0.9736,5569.862399999344,5511.661376004592
160330.0,4.182950074098907,19.92172360202494,-0.9696,5579.574399999344,5511.564256004592
160340.0,4.182043689690847,19.914963375508478,-0.9656,5589.246399999345,5511.46753600459
160350.0,4.18114211584211,19.90821652083082,-0.9616,5598.878399999346,5511.371216004591
160360.0,4.180245460917876,19.901483243130258,-0.9576,5608.470399999344,5511.275296004592
160370.0,4.179353819922207,19.89476374523906,-0.9536,5618.022399999345,5511.179776004592
160380.0,4.1784672748941905,19.88805822770695,-0.9496,5627.534399999346,5511.084656004591
160390.0,4.1775858953056835,19.88136688882514,-0.9456,5637.006399999345,5510.98993600459
160400.0,4.176709738459968,19.874689924649715,-0.9416,5646.438399999344,5510.895616004592
160410.0,4.175838849890518,19.868027529025426,-0.9376,5655.830399999345,5510.8016960045925
160420.0,4.174973263759253,19.861379893609865,-0.9336,5665.182399999344,5510.708176004592
160430.0,4.174113003253612,19.854747207896878,-0.9296,5674.494399999345,5510.615056004591
160440.0,4.173258080981856,19.848129659240783,-0.9256,5683.766399999346,5510.522336004591
160450.0,4.172408499366021,19.841527432879957,-0.9216,5692.998399999346,5510.430016004592
160460.0,4.171564251032017,19.834940711960655,-0.9176,5702.1903999993465,5510.338096004592
160470.0,4.170725319196342,19.8283696775606,-0.9136,5711.3423999993465,5510.246576004592
160480.0,4.169891678049002,19.82181450871252,-0.9096,5720.454399999347,5510.15545600459
160490.0,4.169063293132159,19.81527538242773,-0.9056,5729.526399999346,5510.064736004591
160500.0,4.168240121714142,19.808752473719323,-0.9016,5738.558399999345,5509.974416004592
160510.0,4.167422113158451,19.802245955625438,-0.8976,5747.550399999345,5509.884496004592
160520.0,4.166609209287406,19.795755999232313,-0.8936,5756.502399999346,5509.79497600459
160530.0,4.165801344740157,19.789282773697096,-0.8896,5765.414399999347,5509.705856004591
160540.0,4.164998447324733,19.782826446270633,-0.8855999999999999,5774.286399999346,5509.617136004592
160550.0,4.164200438363925,19.776387182320207,-0.8815999999999999,5783.118399999347,5509.528816004592
160560.0,4.163407233034736,19.76996514535159,-0.8775999999999999,5791.910399999346,5509.440896004591
160570.0,4.162618740701197,19.763560497031676,-0.8735999999999999,5800.662399999346,5509.353376004589
160580.0,4.161834865240388,19.757173397210067,-0.8695999999999999,5809.374399999347,5509.266256004591
160590.0,4.161055505361455,19.75080400394137,-0.8655999999999999,5818.046399999347,5509.179536004592
160600.0,4.160280554917543,19.744452473506612,-0.8615999999999999,5826.678399999347,5509.093216004591
160610.0,4.159509903210464,19.73811896043486,-0.8575999999999999,5835.270399999347,5509.00729600459
160620.0,4.158743435288032,19.731803617524292,-0.8535999999999999,5843.822399999348,5508.92177600459
160630.0,4.157981032233972,19.72550659586358,-0.8496,5852.334399999347,5508.8366560045915
160640.0,4.157222571450326,19.7192280448524,-0.8456,5860.806399999348,5508.751936004592
160650.0,4.156467926932312,19.712968112222597,-0.8416,5869.238399999348,5508.667616004591
160660.0,4.155716969535592,19.706726944058232,-0.8376,5877.630399999349,5508.583696004589
160670.0,4.154969567235939,19.700504684816224,-0.8336,5885.98239999935,5508.500176004591
160680.0,4.154225585381276,19.6943014773463,-0.8296,5894.2943999993495,5508.417056004591
160690.0,4.153484886936101,19.68811746291084,-0.8256,5902.566399999349,5508.334336004591
160700.0,4.152747332718313,19.681952781204757,-0.8216,5910.79839999935,5508.25201600459
160710.0,4.152012781628456,19.67580757037473,-0.8176,5918.990399999349,5508.17009600459
160720.0,4.151281090871446,19.669681967038684,-0.8136,5927.1423999993485,5508.088576004591
160730.0,4.150552116170791,19.663576106305015,-0.8096,5935.254399999349,5508.007456004591
160740.0,4.1498257119753745,19.65749012179117,-0.8056,5943.326399999349,5507.926736004591
160750.0,4.1491017316589,19.65142414564275,-0.8016,5951.358399999349,5507.846416004589
160760.0,4.148380027712013,19.6453783085517,-0.7976,5959.350399999349,5507.76649600459
160770.0,4.147660451927224,19.639352739774836,-0.7936,5967.302399999349,5507.686976004591
160780.0,4.146942855576706,19.633347567151873,-0.7896,5975.214399999349,5507.607856004591
